Log for partial expanded instance I07
SCC;5;Number of TR;108
Maximum commodity time; 975 minutes;dk;15;;MIP solution time limit;3600 s
iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;NEinitial;NEfinal;number of infeasible arcs;time (s); k iteration; infactibility; SKid;Picks
1;256.0;256.0;354;38.28125;28;38;5;3.193;6;585;6 
2;278.0;278.0;354;27.33812949640288;38;47;6;0.095;6;585;6 
3;288.0;288.0;354;22.916666666666664;47;53;5;0.126;6;585;6 
4;297.0;297.0;354;19.19191919191919;53;56;2;0.178;6;585;6 
5;298.0;298.0;354;18.79194630872483;56;62;3;0.239;6;585;6 
6;298.0;298.0;354;18.79194630872483;68;70;1;0.231;8;585;6 
7;298.0;298.0;354;18.79194630872483;70;72;1;0.37;8;185;5 
8;318.0;318.0;354;11.320754716981133;72;78;3;0.346;8;185;5 
9;318.0;318.0;354;11.320754716981133;78;79;1;0.337;8;185;5 
10;318.0;318.0;354;11.320754716981133;84;84;0;0.393;10;270;5 
